date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2021-05-15, 09:43:06	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:08	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:10	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:12	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:14	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:16	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:24	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:26	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:28	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:30	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:32	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:34	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:36	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:38	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:40	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:42	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:44	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:46	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:48	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 09:43:50	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
