date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
2021-05-15, 10:05:34	0 Hz	0 W	1,6E1 mbar	1,3E1 mbar
2021-05-15, 10:05:36	0 Hz	0 W	1,4E1 mbar	1,2E1 mbar
2021-05-15, 10:05:38	0 Hz	0 W	1,2E1 mbar	1E1 mbar
2021-05-15, 10:05:40	0 Hz	0 W	1,1E1 mbar	9,6E0 mbar
2021-05-15, 10:05:42	0 Hz	0 W	9,8E0 mbar	9E0 mbar
2021-05-15, 10:05:44	0 Hz	0 W	9,5E0 mbar	8,4E0 mbar
2021-05-15, 10:05:46	0 Hz	0 W	8,8E0 mbar	7,9E0 mbar
2021-05-15, 10:05:48	0 Hz	0 W	8,2E0 mbar	7,3E0 mbar
2021-05-15, 10:05:50	0 Hz	0 W	7,6E0 mbar	6,9E0 mbar
2021-05-15, 10:05:52	0 Hz	0 W	7,1E0 mbar	6,6E0 mbar
2021-05-15, 10:05:54	0 Hz	0 W	6,8E0 mbar	6,4E0 mbar
2021-05-15, 10:05:56	0 Hz	0 W	6,6E0 mbar	6,2E0 mbar
2021-05-15, 10:05:58	0 Hz	0 W	6,4E0 mbar	6E0 mbar
2021-05-15, 10:06:00	0 Hz	0 W	6,3E0 mbar	5,8E0 mbar
2021-05-15, 10:06:02	0 Hz	0 W	6E0 mbar	5,6E0 mbar
2021-05-15, 10:06:04	0 Hz	0 W	5,9E0 mbar	5,4E0 mbar
2021-05-15, 10:06:06	0 Hz	0 W	5,7E0 mbar	5,3E0 mbar
2021-05-15, 10:06:08	0 Hz	0 W	5,5E0 mbar	5,1E0 mbar
2021-05-15, 10:06:10	0 Hz	0 W	5,4E0 mbar	5E0 mbar
2021-05-15, 10:06:12	0 Hz	0 W	5,2E0 mbar	4,8E0 mbar
2021-05-15, 10:06:14	0 Hz	0 W	5,1E0 mbar	4,7E0 mbar
2021-05-15, 10:06:16	0 Hz	0 W	5E0 mbar	4,6E0 mbar
2021-05-15, 10:06:18	0 Hz	0 W	4,8E0 mbar	4,4E0 mbar
2021-05-15, 10:06:20	0 Hz	0 W	4,7E0 mbar	4,3E0 mbar
2021-05-15, 10:06:22	0 Hz	0 W	4,6E0 mbar	4,2E0 mbar
2021-05-15, 10:06:24	0 Hz	0 W	4,5E0 mbar	4,1E0 mbar
2021-05-15, 10:06:26	0 Hz	0 W	4,4E0 mbar	4E0 mbar
2021-05-15, 10:06:28	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2021-05-15, 10:06:30	0 Hz	0 W	4,2E0 mbar	3,9E0 mbar
2021-05-15, 10:06:32	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2021-05-15, 10:06:34	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2021-05-15, 10:06:36	0 Hz	0 W	4E0 mbar	3,8E0 mbar
2021-05-15, 10:06:38	0 Hz	0 W	3,9E0 mbar	3,8E0 mbar
2021-05-15, 10:06:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2021-05-15, 10:06:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2021-05-15, 10:06:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2021-05-15, 10:06:46	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-05-15, 10:06:48	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-05-15, 10:06:50	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-05-15, 10:06:52	0 Hz	0 W	3,8E0 mbar	3,6E0 mbar
2021-05-15, 10:06:54	0 Hz	0 W	3,7E0 mbar	3,6E0 mbar
2021-05-15, 10:06:56	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-05-15, 10:06:58	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-05-15, 10:07:00	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-05-15, 10:07:02	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-05-15, 10:07:04	0 Hz	0 W	3,7E0 mbar	3,5E0 mbar
2021-05-15, 10:07:06	0 Hz	0 W	3,6E0 mbar	3,5E0 mbar
2021-05-15, 10:07:08	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:10	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:12	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:14	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:16	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:20	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:22	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:07:24	0 Hz	0 W	3,5E0 mbar	3,4E0 mbar
2021-05-15, 10:07:26	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:28	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:30	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:32	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:34	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:36	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:38	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:40	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:42	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:44	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:46	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:48	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:50	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:52	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:54	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:56	0 Hz	0 W	3,5E0 mbar	3,3E0 mbar
2021-05-15, 10:07:58	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2021-05-15, 10:08:00	0 Hz	0 W	3,4E0 mbar	3,3E0 mbar
2021-05-15, 10:08:02	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:04	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:06	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:08	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:10	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:12	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:14	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:16	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:18	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:20	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:22	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:24	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:26	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:28	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:30	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:32	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:34	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:36	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:38	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:40	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:42	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:44	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:46	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:48	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:50	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:52	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:54	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:56	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:08:58	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:00	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:02	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:04	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:06	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:08	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:10	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:12	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:14	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:16	0 Hz	0 W	3,4E0 mbar	3,2E0 mbar
2021-05-15, 10:09:18	0 Hz	0 W	3,6E0 mbar	3,4E0 mbar
2021-05-15, 10:09:20	0 Hz	0 W	5,2E0 mbar	8E0 mbar
2021-05-15, 10:09:22	0 Hz	0 W	6,4E2 mbar	1,8E2 mbar
2021-05-15, 10:09:24	0 Hz	0 W	1E3 mbar	3,4E2 mbar
2021-05-15, 10:09:26	0 Hz	0 W	1E3 mbar	2,8E2 mbar
2021-05-15, 10:09:28	0 Hz	0 W	1E3 mbar	2,6E2 mbar
2021-05-15, 10:09:30	0 Hz	0 W	1E3 mbar	2,4E2 mbar
2021-05-15, 10:09:32	0 Hz	0 W	1E3 mbar	2,3E2 mbar
2021-05-15, 10:09:34	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2021-05-15, 10:09:36	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2021-05-15, 10:09:38	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2021-05-15, 10:09:40	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:09:42	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:09:44	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:09:46	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:09:48	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:09:50	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:09:52	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:09:54	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:09:56	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:09:58	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:00	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:02	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:06	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:10:08	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:10	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:12	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:14	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:16	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:18	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:20	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:10:22	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:24	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:26	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:28	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:30	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:32	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:34	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:36	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:38	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:40	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:42	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:44	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:46	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:48	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:50	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:52	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:54	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:56	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:10:58	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:11:00	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:11:02	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:11:04	0 Hz	0 W	1E3 mbar	2E2 mbar
2021-05-15, 10:11:06	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:11:08	0 Hz	0 W	1E3 mbar	2,1E2 mbar
2021-05-15, 10:11:10	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:12	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2021-05-15, 10:11:14	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:16	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:18	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:20	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:22	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:24	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:26	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:28	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:30	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:32	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:34	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:36	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:38	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:40	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:42	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:44	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:46	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:48	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:50	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:52	0 Hz	0 W	1E3 mbar	1,9E2 mbar
2021-05-15, 10:11:54	0 Hz	0 W	6,4E2 mbar	1,7E2 mbar
2021-05-15, 10:11:56	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:11:58	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:00	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:02	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:04	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:06	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:08	0 Hz	0 W	3,9E2 mbar	1,4E2 mbar
2021-05-15, 10:12:10	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:12	0 Hz	0 W	3,9E2 mbar	1,4E2 mbar
2021-05-15, 10:12:14	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:16	0 Hz	0 W	3,9E2 mbar	1,4E2 mbar
2021-05-15, 10:12:18	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:20	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:22	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:24	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:26	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:28	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:30	0 Hz	0 W	3,9E2 mbar	1,4E2 mbar
2021-05-15, 10:12:32	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:34	0 Hz	0 W	3,9E2 mbar	1,4E2 mbar
2021-05-15, 10:12:36	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:38	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:40	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:42	0 Hz	0 W	3,9E2 mbar	1,4E2 mbar
2021-05-15, 10:12:44	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:46	0 Hz	0 W	4,3E2 mbar	1,4E2 mbar
2021-05-15, 10:12:48	0 Hz	0 W	3,9E2 mbar	1E2 mbar
2021-05-15, 10:12:50	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2021-05-15, 10:12:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-05-15, 10:12:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-05-15, 10:12:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-05-15, 10:12:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2021-05-15, 10:13:00	0 Hz	0 W	1E3 mbar	1E3 mbar
